action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161320,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN(C)CCC=C1c2ccccc2COc2ccccc21,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL1628227,DOXEPIN,CHEMBL1628227,,0,http://www.openphacts.org/units/Nanomolar,3940256,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161321,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL905,RIZATRIPTAN,CHEMBL905,,0,http://www.openphacts.org/units/Nanomolar,3941037,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161322,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL505,CHLORPHENIRAMINE,CHEMBL505,,0,http://www.openphacts.org/units/Nanomolar,3940076,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161323,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN(C)CCC=C1c2ccccc2CCc2ccccc21,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL629,AMITRIPTYLINE,CHEMBL629,,0,http://www.openphacts.org/units/Nanomolar,3939837,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161324,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL669,CYCLOBENZAPRINE,CHEMBL669,,0,http://www.openphacts.org/units/Nanomolar,3940154,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161325,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL549,CITALOPRAM,CHEMBL549,,0,http://www.openphacts.org/units/Nanomolar,3940108,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161326,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL126224,IPRINDOLE,CHEMBL126224,,0,http://www.openphacts.org/units/Nanomolar,3940519,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161327,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN(C)CCCN1c2ccccc2CCc2ccccc21,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL11,IMIPRAMINE,CHEMBL11,,0,http://www.openphacts.org/units/Nanomolar,3940502,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161328,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN(C)CCCN1c2ccccc2Sc2ccccc21,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL564,PROMAZINE,CHEMBL564,,0,http://www.openphacts.org/units/Nanomolar,3940970,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161329,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL71,CHLORPROMAZINE,CHEMBL71,,0,http://www.openphacts.org/units/Nanomolar,3940079,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161330,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL1513,IRBESARTAN,CHEMBL1513,,0,http://www.openphacts.org/units/Nanomolar,3940521,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161331,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL813,EPROSARTAN,CHEMBL813,,0,http://www.openphacts.org/units/Nanomolar,3940299,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161332,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL135,ESTRADIOL,CHEMBL135,,0,http://www.openphacts.org/units/Nanomolar,3940310,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161333,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL1201,THIOTHIXENE,CHEMBL1201,,0,http://www.openphacts.org/units/Nanomolar,3941168,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161334,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL1200374,EXEMESTANE,CHEMBL1200374,,0,http://www.openphacts.org/units/Nanomolar,3940342,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161335,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,http://www.openphacts.org/units/Nanomolar,3940946,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161336,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL389621,HYDROCORTISONE,CHEMBL389621,,0,http://www.openphacts.org/units/Nanomolar,3940478,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161337,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL635,PREDNISONE,CHEMBL635,,0,http://www.openphacts.org/units/Nanomolar,3940948,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161338,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CC12CC3CC(C)(C1)CC(N)(C3)C2,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL807,MEMANTINE,CHEMBL807,,0,http://www.openphacts.org/units/Nanomolar,3940636,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161339,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL1201388,FLUDROCORTISONE,CHEMBL1201388,,0,http://www.openphacts.org/units/Nanomolar,3941693,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161340,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL923,RISEDRONIC ACID,CHEMBL923,,0,http://www.openphacts.org/units/Nanomolar,3941033,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161341,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL153479,AMBROXOL,CHEMBL153479,,0,http://www.openphacts.org/units/Nanomolar,3939820,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161342,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL998,LORATADINE,CHEMBL998,,0,http://www.openphacts.org/units/Nanomolar,3940593,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161343,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL1623,MECLIZINE,CHEMBL1623,,0,http://www.openphacts.org/units/Nanomolar,3940619,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161344,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL957,BOSENTAN,CHEMBL957,,0,http://www.openphacts.org/units/Nanomolar,3939948,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161345,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL122,ROFECOXIB,CHEMBL122,,0,http://www.openphacts.org/units/Nanomolar,3941039,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161346,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL426559,LAROPIPRANT,CHEMBL426559,,0,http://www.openphacts.org/units/Nanomolar,3941512,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161347,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL902,FAMOTIDINE,CHEMBL902,,0,http://www.openphacts.org/units/Nanomolar,3940346,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161348,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN(C)C(=N)NC(=N)N,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL1431,METFORMIN,CHEMBL1431,,0,http://www.openphacts.org/units/Nanomolar,3940661,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161349,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL1790041,RANITIDINE,CHEMBL1790041,,0,http://www.openphacts.org/units/Nanomolar,3941012,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161350,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL473,DOFETILIDE,CHEMBL473,,0,http://www.openphacts.org/units/Nanomolar,3940247,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161351,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL1000,CETIRIZINE,CHEMBL1000,,0,http://www.openphacts.org/units/Nanomolar,3940056,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161352,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL698,TETRACAINE,CHEMBL698,,0,http://www.openphacts.org/units/Nanomolar,3941154,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161353,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL1072,BUMETANIDE,CHEMBL1072,,0,http://www.openphacts.org/units/Nanomolar,3939967,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161354,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL192,SILDENAFIL,CHEMBL192,,0,http://www.openphacts.org/units/Nanomolar,3941065,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161355,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL52440,DEXTROMETHORPHAN,CHEMBL52440,,0,http://www.openphacts.org/units/Nanomolar,3940200,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161356,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL118,CELECOXIB,CHEMBL118,,0,http://www.openphacts.org/units/Nanomolar,3940045,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161357,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],,,CHEMBL5291721,Nat Commun,2023,,CHEMBL551466,ACLIDINIUM BROMIDE,CHEMBL1194325,,0,http://www.openphacts.org/units/Nanomolar,3941537,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161358,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL296419,ASTEMIZOLE,CHEMBL296419,,0,http://www.openphacts.org/units/Nanomolar,3939871,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161359,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL35,FUROSEMIDE,CHEMBL35,,0,http://www.openphacts.org/units/Nanomolar,3940416,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")",25161360,[],CHEMBL5291804,Binding affinity towards human GIPR in an in vitro assay with cellular components measured by scintillation proximity assay,B,,,BAO_0000186,BAO_0000357,single protein format,Cc1cccc(C)c1NC(=O)C(C)N,,,CHEMBL5291721,Nat Commun,2023,,CHEMBL1762,TOCAINIDE,CHEMBL1762,,0,http://www.openphacts.org/units/Nanomolar,3941188,>,1,1,>,,AC50,nM,,30000.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,AC50,uM,UO_0000065,,30.0
